"id","survey_pattern","created_at","gender","age","occupation","residence","residence_detail","visit_purpose_list","interested_sdgs_goal","current_sdgs_actions","sdgs_action_trigger","future_sdgs_interest","future_sdgs_actions","content_satisfaction","memorable_booth","learning_moments","learning_moments_detail","okayama_focus_areas","okayama_focus_other","sdgs_challenges","improvements"
"93","heavy","2025-08-07 05:48:54.749923+00","女性","30代","アルバイト","岡山県内","岡山市南区","[""ワークショップ""]","3. すべての人に健康と福祉を","[""節電・節水"",""フードロス削減"",""ペーパーレス化""]","学校行事","はい",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","71：瀬戸内市/ 岡山県立邑久高等学校","はい",,"[""海ごみ問題"",""環境保全"",""５Ｒ"",""フードロス""]",,"環境汚染","また期待です。"
"94","heavy","2025-08-07 05:50:46.012415+00","女性","40代","主婦","岡山県内","岡山市南区","[""ワークショップ""]","11. 住み続けられるまちづくりを","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","昨今の異常気象、世界情勢から。","はい","自然に優しい","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","1：株式会社中電工 岡山統括支社","いいえ",,"[""海ごみ問題"",""森林の有効活用"",""環境保全"",""健康・福祉・貧困"",""５Ｒ"",""フードロス""]",,"自然に優しい","今回とても楽しく、SDGsについて考えるきっかけとなりました"
"95","heavy","2025-08-07 05:52:27.840705+00","女性","50代","自営業（その他）","岡山県内","北区","[""展示見学""]","11. 住み続けられるまちづくりを","[""節電・節水"",""公共交通機関の利用"",""フードロス削減"",""地産地消"",""ペーパーレス化""]","子供たちに安全な未来をのこしたいから","いいえ",,"{""展示"":""5"",""ステージ"":""3"",""ワークショップ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""5""}","77：Blue Evolution Grp./株式会社Mt.ベアーズ","はい","種苗法について知った","[""クリーンエネルギーへの転換"",""環境保全"",""エシカル消費"",""フードロス""]",,"日常に無理なく取り入れられること",""
"96","heavy","2025-08-07 06:04:24.120413+00","男性","50代","会社員","岡山県内","岡山市北区","[""展示見学""]","8. 働きがいも経済成長も","[""公共交通機関の利用"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","職場の影響","はい","ゴミの分別","{""展示"":""4"",""ステージ"":""3"",""ワークショップ"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""飲食"":""4"",""全体"":""4""}","31：西日本旅客鉄道株式会社","はい","各企業の取り組みの説明を聞いたとき","[""海ごみ問題"",""森林の有効活用""]",,"一人一人の意識を上げること","また開催してほしい"
"97","heavy","2025-08-07 06:17:20.310873+00","男性","50代","教職員","岡山県外","岡山市中区","[""ワークショップ"",""展示見学""]","11. 住み続けられるまちづくりを","[""節電・節水"",""フードロス削減"",""地産地消"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別"",""寄付・ボランティア""]","職場の影響","はい","リサイクル","{""展示"":""4"",""ステージ"":""3"",""ワークショップ"":""4"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","5：大王製紙株式会社","はい","まだまだ自分の知らない取り組みが学べたこと","[""多様性・共生社会"",""海ごみ問題"",""森林の有効活用"",""健康・福祉・貧困""]",,"具体的な取り組みを広報する場所が必要
","もっと参加する団体が増えたらいいなと思います"
"98","heavy","2025-08-07 06:18:16.404827+00","男性","中学生以下","学生","岡山県内","岡山市北区","[""ワークショップ""]","14. 海の豊かさを守ろう","[""フードロス削減"",""地産地消"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","今日ここで勉強したから","はい","電気をつけるタイミングを考える","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""5""}","55：岡山大学　OU!万博","はい",,"[""海ごみ問題""]",,"みんなが同じ意識で進むこと",""
"99","heavy","2025-08-07 06:22:14.684974+00","女性","大学生","学生","岡山県外","香川県","[""ワークショップ""]","11. 住み続けられるまちづくりを","[""節電・節水"",""地産地消"",""ゴミ分別""]","学校","はい","節電","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","55：岡山大学　OU!万博","はい",,"[""海ごみ問題""]",,"地球温暖化",""
"100","heavy","2025-08-07 06:22:40.091993+00","女性","大学生","学生","岡山県内","岡山市北区","[""ワークショップ""]","16. 平和と公正をすべての人に","[""マイバッグ・マイボトルの使用""]","学校の授業","いいえ",,"{""展示"":""5"",""ワークショップ"":""5"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5"",""ステージ"":""5""}","55：岡山大学　OU!万博","はい",,"[""５Ｒ""]",,"あまりみんなが取り組んでいない",""
"101","heavy","2025-08-07 06:25:12.719438+00","女性","30代","会社員","岡山県内","岡山市南区","[""展示見学""]","3. すべての人に健康と福祉を","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","メディア","はい","リサイクル","{""展示"":""3"",""ステージ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""3"",""ワークショップ"":""3""}","29：丸五ホールディングス株式会社","いいえ",,"[""クリーンエネルギーへの転換"",""海ごみ問題"",""フードロス""]",,"一人一人の意識の持ち方",""
"102","heavy","2025-08-07 06:29:32.546319+00","女性","中学生以下","学生","岡山県内","岡山市南区","[""展示見学""]","3. すべての人に健康と福祉を","[""マイバッグ・マイボトルの使用"",""ゴミ分別""]","メディア","はい","ボランティア活動","{""展示"":""5"",""ステージ"":""3"",""ワークショップ"":""5"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""5""}","54：SDGsネットワークおかやま","はい","学びに続く事","[""５Ｒ""]",,"自分やみんなの意識の持ち方",""
"103","heavy","2025-08-07 06:35:48.135907+00","女性","大学生","学生","岡山県内","岡山市南区","[""展示見学""]","4. 質の高い教育をみんなに","[""マイバッグ・マイボトルの使用"",""寄付・ボランティア""]","高校の授業","はい",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","37：岡山高等学校","はい",,"[""環境保全""]",,"SDGsへの意識の低さ",""
"104","heavy","2025-08-07 06:35:56.000759+00","女性","大学生","学生","岡山県内","岡山市南区","[""展示見学""]","1. 貧困をなくそう","[""フードロス削減"",""ゴミ分別""]","高校生の時の授業で始めた。","はい","フードロス","{""展示"":""5"",""ワークショップ"":""5"",""ステージ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","37：岡山高等学校","はい",,"[""防災など安全・安心な社会""]",,"SDGsをみんなが理解しているかどうかという点",""
"105","heavy","2025-08-07 06:36:02.520916+00","女性","大学生","学生","岡山県外","京都府","[""ワークショップ""]","17. パートナーシップで目標を達成しよう","[""寄付・ボランティア""]","高校での活動","はい","ゴミの分別","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","37：岡山高等学校","はい","邑久高校のカードゲーム","[""海ごみ問題"",""防災など安全・安心な社会"",""環境保全"",""エシカル消費""]",,"パートナーシップの重要性",""
"106","heavy","2025-08-07 06:36:41.641226+00","男性","30代","会社員","岡山県内","岡山市北区","[""展示見学"",""ワークショップ"",""ステージ・講演""]","17. パートナーシップで目標を達成しよう","[""その他""]","SDGsの講演を聞いたこと","はい",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""3"",""飲食"":""5"",""全体"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3""}","60：株式会社ありがとうファーム","はい",,"[""海ごみ問題"",""健康・福祉・貧困"",""多様性・共生社会""]",,"特に無し",""
"107","heavy","2025-08-07 06:36:41.970329+00","女性","70代以上","主婦","岡山県内","岡山市北区北方","[""展示見学"",""ワークショップ""]","7. エネルギーをみんなにそしてクリーンに","[""節電・節水"",""公共交通機関の利用"",""フードロス削減"",""地産地消"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","メディア","いいえ",,"{""展示"":""4"",""ステージ"":""4"",""ワークショップ"":""4"",""全体"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""飲食"":""3""}","17：あなぶきハウジングサービス","いいえ",,"[""海ごみ問題"",""防災など安全・安心な社会"",""フードロス"",""健康・福祉・貧困""]",,"SDＧsについてまだまだ勉強が必要！",""
"108","heavy","2025-08-07 06:37:15.080611+00","男性","40代","教職員","岡山県内","総社市","[""展示見学"",""ワークショップ"",""ステージ・講演""]","4. 質の高い教育をみんなに","[""フードロス削減"",""地産地消""]","学校の授業","はい","海洋環境改善","{""展示"":""5"",""ステージ"":""4"",""ワークショップ"":""3"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""5""}","37：岡山高等学校","いいえ",,"[""森林の有効活用"",""海ごみ問題"",""防災など安全・安心な社会""]",,"協働を進めること",""
"109","heavy","2025-08-07 06:38:07.920242+00","女性","30代","会社員","岡山県内","岡山市北区","[""その他""]","17. パートナーシップで目標を達成しよう","[""ペーパーレス化"",""マイバッグ・マイボトルの使用""]","ニュースや周りの人の影響","はい",,"{""展示"":""4"",""ステージ"":""3"",""ワークショップ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""3""}","41：一般社団法人DESIGN GOALs","はい",,"[""健康・福祉・貧困"",""多様性・共生社会""]",,"ひとりひとりの意識",""
"110","heavy","2025-08-07 06:41:39.09097+00","女性","20代","団体職員","岡山県内","倉敷市","[""その他""]","14. 海の豊かさを守ろう","[""公共交通機関の利用"",""地産地消"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別""]","海ボランティアの参加","はい","完全なゴミ分別","{""展示"":""5"",""ステージ"":""3"",""ワークショップ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","15：Betty Smith","はい",,"[""海ごみ問題"",""森林の有効活用""]",,"海ゴミは陸から流れ着いてるってわかってる人が少ない",""
"111","heavy","2025-08-07 06:44:30.246364+00","女性","70代以上","主婦","岡山県内","岡山市","[""ワークショップ""]","6. 安全な水とトイレを世界中に","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ゴミ分別"",""寄付・ボランティア"",""ペーパーレス化""]","生活の中のSDGsの発信のための勉強","はい","上記実践中

買いすぎ　食事作り過ぎ
生活を膨らませないこと","{""ワークショップ"":""1"",""飲食"":""3"",""ステージ"":""1"",""展示"":""2"",""その他（ステンレスボトル回収・マイボトル持参など）"":""1"",""全体"":""2""}","63：岡山芸術交流実行委員会","はい",,"[""森林の有効活用"",""海ごみ問題"",""フードロス"",""クリーンエネルギーへの転換""]",,"個人がいかに関心をもつかの発信",""
"112","heavy","2025-08-07 06:51:37.726033+00","女性","高校生","学生","岡山県内","岡山市南区","[""その他""]","13. 気候変動に具体的な対策を","[""節電・節水"",""マイバッグ・マイボトルの使用"",""ゴミ分別"",""寄付・ボランティア"",""フードロス削減""]","学校の授業","はい",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","102：岡山大学RAC","はい",,"[""海ごみ問題"",""クリーンエネルギーへの転換"",""多様性・共生社会""]",,"SDGsの認知度が上がっている一方で、それを実行し、持続可能な生活をしている人はまだ多くないのではないかと感じること。",""
"113","heavy","2025-08-07 06:52:02.431699+00","女性","高校生","学生","岡山県内","鏡野町","[""ワークショップ""]","4. 質の高い教育をみんなに","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","家の取り組み","はい","公共交通機関の利用","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","10：ダイドードリンコ株式会社","はい","新たな観点からの取り組みを見たとき","[""森林の有効活用""]",,"他人事になり、自分から取り組もうとする人がいること",""
"114","heavy","2025-08-07 06:52:07.037084+00","女性","高校生","学生","岡山県内","岡山市","[""その他""]","16. 平和と公正をすべての人に","[""フードロス削減"",""地産地消"",""公共交通機関の利用"",""節電・節水"",""マイバッグ・マイボトルの使用"",""ゴミ分別"",""寄付・ボランティア""]","学校の授業やチラシ","はい",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","102：岡山大学RAC","はい",,"[""海ごみ問題"",""防災など安全・安心な社会"",""５Ｒ"",""フードロス"",""多様性・共生社会"",""エシカル消費""]",,"海に住む魚たちのプラスチックゴミ問題について、魚をとれなくなるだけでなく、魚を食べた人間も悪い影響を受けることから海にあるゴミ拾いなどをするべきだと思いました。",""
"115","heavy","2025-08-07 07:06:54.013576+00","男性","60代","公務員","岡山県内","岡山市北区","[""展示見学""]","15. 陸の豊かさも守ろう","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別""]","もともとそういう生活をしたかった。","はい","自然と人との繋がりの大切さについて、いろいろな人たちに伝える。","{""展示"":""4"",""ステージ"":""3"",""ワークショップ"":""3"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""4""}","66：あい音","はい","フサヒゲルリカミキリの標本の髭が後ろを向いている理由を聞いたとき。","[""海ごみ問題"",""森林の有効活用"",""クリーンエネルギーへの転換"",""５Ｒ"",""エシカル消費"",""フードロス"",""多様性・共生社会""]",,"自分事にならないと人は行動に移さない。如何に自分事にさせていくか。","パンフレットに展示ブースのアピールポイントが簡潔に書かれているとわかりやすい。"
"116","heavy","2025-08-07 07:11:38.298252+00","女性","40代","教職員","岡山県内","鏡野町","[""付き添い""]","1. 貧困をなくそう","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別""]","SDGsの勉強をして","いいえ",,"{""展示"":""1"",""ステージ"":""1"",""ワークショップ"":""1"",""飲食"":""1"",""その他（ステンレスボトル回収・マイボトル持参など）"":""1"",""全体"":""1""}","21：NPO法人タブララサ","はい",,"[""健康・福祉・貧困"",""フードロス""]",,"一人一人が意識を持つこと",""
"117","heavy","2025-08-07 07:20:34.701299+00","女性","中学生以下","学生","岡山県内","岡山市北区
","[""展示見学""]","2. 飢餓をゼロに","[""マイバッグ・マイボトルの使用""]","学校で","はい","ものを大切に使う","{""展示"":""5"",""ステージ"":""3"",""ワークショップ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""5""}","6：友野印刷株式会社","はい","いろいろ知れた","[""５Ｒ""]",,"気持ちが大切",""
"118","heavy","2025-08-07 07:22:57.485973+00","男性","大学生","学生","岡山県内","岡山県真庭市月田","[""展示見学""]","14. 海の豊かさを守ろう","[""節電・節水"",""マイバッグ・マイボトルの使用""]","なんとなく","はい","陸上養殖は海のない場所や山でも魚を養殖できるのですが、電気代がバカにならないらしいです。そこで、太陽光や風力発電等の持続可能な発電ができたらコスパよく環境にも優しいのではないかと思います。バイオマス発電でもいいですねぇ","{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""全体"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5""}","82：岡山理科大学","はい","3階の学生の発表で、『人はやったことないことしかわからないからいろいろ経験してみたい』と学生がおっしゃっていたことが印象に残りました。","[""海ごみ問題"",""環境保全"",""フードロス"",""５Ｒ""]",,"利益にならないと誰もやってくれないのは厳しいところがありますよね。逆にいうと利益がでれば皆やってくれますからこれからの研鑽が重要になりますよね",""
"119","heavy","2025-08-07 07:25:12.082412+00","女性","50代","主婦","岡山県内","岡山市中区","[""展示見学""]","3. すべての人に健康と福祉を","[""節電・節水"",""フードロス削減"",""ゴミ分別""]","学校の授業","はい","ペ-パーレス化","{""ステージ"":""5"",""展示"":""3"",""ワークショップ"":""3"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","その他","はい","植物を魚の水で育てる","[""海ごみ問題""]",,"し善を守る",""
"120","heavy","2025-08-07 07:29:38.623528+00","男性","40代","会社員","岡山県内","岡山市北区","[""ワークショップ""]","1. 貧困をなくそう","[""節電・節水"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別""]","会社の方針","はい","子供食堂","{""ステージ"":""3"",""ワークショップ"":""4"",""飲食"":""2"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""展示"":""3"",""全体"":""3""}","70：奉還町まるごとフリースクール","いいえ",,"[]","全ての子供達がお腹いっぱいにご飯を食べられる岡山市にしてほしい。","意識の高い人達の集まりになってると感じる。
もっと広く参加しやすいアトラクション等増やして欲しい。","受付がよくわからない。"
"121","heavy","2025-08-07 07:36:42.401849+00","女性","20代","会社員","岡山県内","岡山市","[""ワークショップ""]","3. すべての人に健康と福祉を","[""寄付・ボランティア""]","学校の影響","はい","分別をする","{""展示"":""1"",""ステージ"":""1"",""ワークショップ"":""1"",""飲食"":""1"",""その他（ステンレスボトル回収・マイボトル持参など）"":""1"",""全体"":""1""}","その他","はい","おさかなのお兄さんかわちゃんのステージが楽しかったです","[""海ごみ問題""]",,"全員が同じ気持ちになることが難しいと思う",""
"122","heavy","2025-08-07 07:38:09.930133+00","女性","30代","会社員","岡山県内","倉敷市","[""その他""]","14. 海の豊かさを守ろう","[""ゴミ分別"",""公共交通機関の利用""]","なんとなく","はい",,"{""展示"":""4"",""ステージ"":""4"",""ワークショップ"":""4"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""4""}","90：公益財団法人岡山県環境保全事業団","はい",,"[""海ごみ問題"",""森林の有効活用"",""防災など安全・安心な社会"",""フードロス""]",,"環境問題については、個人の取り組みでは限界がある。",""
"123","heavy","2025-08-07 07:46:49.174372+00","男性","40代","会社員","岡山県内","中区","[""ワークショップ""]","3. すべての人に健康と福祉を","[""フードロス削減""]","ごみひろい","はい",,"{""展示"":""4"",""ステージ"":""3"",""飲食"":""3"",""ワークショップ"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""3""}","94：社会福祉法人 旭川荘 吉備ワークホーム","いいえ",,"[""森林の有効活用""]",,"ゴミ拾い",""
"124","heavy","2025-08-07 07:55:33.7845+00","男性","60代","無職","岡山県内","倉敷","[""ステージ・講演""]","14. 海の豊かさを守ろう","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ゴミ分別""]","新聞他","はい","ゴミ分別","{""展示"":""4"",""ステージ"":""4"",""ワークショップ"":""4"",""飲食"":""4"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""4""}","26：クリエイトグループ","はい","エコへの取り組み","[""海ごみ問題"",""森林の有効活用"",""フードロス""]",,"自然保護","特に無し"
"125","heavy","2025-08-07 07:56:58.234549+00","女性","60代","アルバイト","岡山県内","倉敷市","[""展示見学"",""ワークショップ""]","14. 海の豊かさを守ろう","[""フードロス削減"",""ゴミ分別""]","ゴミ問題","はい","ゴミをなくす","{""展示"":""4"",""ステージ"":""3"",""ワークショップ"":""4"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""4""}","75：一般社団法人epoおかやま笑顔プロジェクト","はい","防災について","[""海ごみ問題"",""森林の有効活用"",""防災など安全・安心な社会""]",,"無駄が多い
もったいいないことしすぎ
ゴミを活用","またこんなイベントしてください"
"126","heavy","2025-08-07 07:57:28.939462+00","無回答","中学生以下","その他","岡山県内","北区","[""ワークショップ"",""展示見学""]","14. 海の豊かさを守ろう","[""フードロス削減""]","学校","はい","食べ物を残さない","{""展示"":""4"",""ステージ"":""4"",""ワークショップ"":""4"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""3""}","33：岡山トヨタ自動車株式会社","はい","アクアポニックス","[""海ごみ問題""]",,"食品に対する意識の低さ",""
"127","heavy","2025-08-07 07:58:07.395593+00","女性","70代以上","主婦","岡山県内","倉敷市","[""ワークショップ"",""ステージ・講演"",""展示見学""]","8. 働きがいも経済成長も","[""節電・節水"",""フードロス削減"",""地産地消"",""マイバッグ・マイボトルの使用"",""ゴミ分別"",""寄付・ボランティア""]","メディア他","はい","フードロス削減、ゴミの分別他","{""展示"":""4"",""ステージ"":""5"",""ワークショップ"":""4"",""飲食"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""4""}","1：株式会社中電工 岡山統括支社","はい",,"[""海ごみ問題"",""森林の有効活用"",""クリーンエネルギーへの転換"",""環境保全"",""５Ｒ"",""フードロス"",""多様性・共生社会""]",,"環境保護",""
"128","heavy","2025-08-08 01:37:35.657378+00","女性","60代","教職員","岡山県内","岡山市中区","[""ステージ・講演"",""展示見学""]","3. すべての人に健康と福祉を","[""節電・節水"",""公共交通機関の利用"",""ペーパーレス化"",""ゴミ分別"",""マイバッグ・マイボトルの使用""]","職場の取組","いいえ",,"{""展示"":""5"",""ステージ"":""5"",""ワークショップ"":""5"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""5"",""全体"":""5""}","101：一般社団法人コノヒトカン・岡山高等学校","はい",,"[""海ごみ問題"",""健康・福祉・貧困""]",,"それぞれが課題意識を持つこと",""
"129","heavy","2025-08-08 01:53:18.389953+00","男性","70代以上","無職","岡山県内","岡山市中区湊","[""展示見学""]","14. 海の豊かさを守ろう","[""ゴミ分別""]","マイクロこみの人体への害","はい","近くの用水のゴミ拾い","{""展示"":""1"",""ステージ"":""1"",""ワークショップ"":""2"",""飲食"":""1"",""全体"":""1"",""その他（ステンレスボトル回収・マイボトル持参など）"":""2""}","37：岡山高等学校","はい",,"[""海ごみ問題""]",,"ごみをなくす",""
"130","heavy","2025-08-08 02:04:43.159887+00","女性","40代","団体職員","岡山県内","岡山市中区","[""その他""]","11. 住み続けられるまちづくりを","[""寄付・ボランティア"",""ゴミ分別"",""マイバッグ・マイボトルの使用""]","子どもと取り組める","はい","ゴミ拾いを習慣にする","{""展示"":""1"",""ステージ"":""1"",""ワークショップ"":""1"",""飲食"":""1"",""その他（ステンレスボトル回収・マイボトル持参など）"":""1"",""全体"":""1""}","92：小中学生環境活動家 Crew","いいえ",,"[""海ごみ問題"",""健康・福祉・貧困"",""多様性・共生社会""]",,"知ってもらう事",""
"131","heavy","2025-08-08 02:15:26.286997+00","男性","70代以上","無職","岡山県内","岡山市北区","[""ステージ・講演""]","3. すべての人に健康と福祉を","[""節電・節水""]","新聞","いいえ",,"{""展示"":""4"",""ステージ"":""4"",""ワークショップ"":""4"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""4""}","5：大王製紙株式会社","はい","貧困","[""健康・福祉・貧困""]",,"宣伝不足",""
"132","heavy","2025-08-08 02:16:36.106741+00","女性","30代","主婦","岡山県内","赤磐市","[""展示見学""]","11. 住み続けられるまちづくりを","[""節電・節水"",""フードロス削減"",""マイバッグ・マイボトルの使用"",""ペーパーレス化"",""ゴミ分別""]","日々できることを少しずつしています","いいえ",,"{""展示"":""4"",""飲食"":""4"",""ステージ"":""3"",""ワークショップ"":""3"",""その他（ステンレスボトル回収・マイボトル持参など）"":""3"",""全体"":""4""}","29：丸五ホールディングス株式会社","はい",,"[""森林の有効活用"",""海ごみ問題"",""防災など安全・安心な社会"",""健康・福祉・貧困"",""フードロス""]",,"ひとりひとりの意識の向上",""
"133","heavy","2025-08-08 02:26:27.626698+00","女性","30代","主婦","岡山県内","岡山市北区","[""展示見学""]","11. 住み続けられるまちづくりを","[""節電・節水"",""ゴミ分別""]","テレビ","はい","ゴミのさらなる分別","{""展示"":""5"",""ステージ"":""4"",""ワークショップ"":""4"",""飲食"":""5"",""その他（ステンレスボトル回収・マイボトル持参など）"":""4"",""全体"":""5""}","1：株式会社中電工 岡山統括支社","はい",,"[""森林の有効活用""]",,"一人一人が意識をもつこと",""